x,funAkimaBlacksmith,funAkimaApacheCommons,funLinearBlacksmith,funLinearApacheCommons,knot
0,2.43,2.43,2.43,2.43,2.43
1,2.5,2.5,2.5,2.5,2.5
2,2.5873378954879453,2.5842940643191143,2.5949999999999998,2.5949999999999998,
3,2.6882085382886984,2.6843124343925946,2.69,2.69,
4,2.79476099927127,2.791473661608932,2.785,2.785,
5,2.89914434930467,2.8971962973566177,2.88,2.88,
6,2.9935076592579097,2.9928988930241434,2.9749999999999996,2.9749999999999996,
7,3.07,3.07,3.07,3.07,3.07
8,3.130642298598032,3.130642298598032,3.111428571428571,3.111428571428571,
9,3.183315316758754,3.183315316758754,3.1528571428571426,3.1528571428571426,
10,3.228957877310659,3.228957877310659,3.194285714285714,3.194285714285714,
11,3.2685088030822422,3.2685088030822422,3.2357142857142858,3.2357142857142858,
12,3.3029069169019976,3.3029069169019976,3.277142857142857,3.277142857142857,
13,3.3330910415984185,3.3330910415984185,3.3185714285714285,3.3185714285714285,
14,3.36,3.36,3.36,3.36,3.36
15,3.385654048797384,3.385654048797384,3.381875,3.381875,
16,3.4113671454988306,3.4113671454988306,3.40375,3.40375,
17,3.4370186641592575,3.4370186641592575,3.4256249999999997,3.4256249999999997,
18,3.4624879788335834,3.4624879788335834,3.4475,3.4475,
19,3.4876544635767273,3.4876544635767273,3.469375,3.469375,
20,3.512397492443607,3.512397492443607,3.49125,3.49125,
21,3.5365964394891423,3.5365964394891423,3.513125,3.513125,
22,3.560130678768251,3.560130678768251,3.535,3.535,
23,3.582879584335852,3.582879584335852,3.556875,3.556875,
24,3.604722530246863,3.604722530246863,3.57875,3.57875,
25,3.625538890556204,3.625538890556204,3.600625,3.600625,
26,3.645208039318793,3.645208039318793,3.6225,3.6225,
27,3.6636093505895486,3.6636093505895486,3.644375,3.644375,
28,3.680622198423389,3.680622198423389,3.66625,3.66625,
29,3.696125956875233,3.696125956875233,3.688125,3.688125,
30,3.71,3.71,3.71,3.71,3.71
31,3.723028351577338,3.723028351577338,3.719333333333333,3.719333333333333,
32,3.736070652537463,3.736070652537463,3.728666666666667,3.728666666666667,
33,3.7491197026611403,3.7491197026611403,3.738,3.738,
34,3.762168301729137,3.762168301729137,3.747333333333333,3.747333333333333,
35,3.775209249522219,3.775209249522219,3.756666666666667,3.756666666666667,
36,3.7882353458211537,3.7882353458211537,3.766,3.766,
37,3.8012393904067063,3.8012393904067063,3.775333333333333,3.775333333333333,
38,3.814214183059644,3.814214183059644,3.7846666666666664,3.7846666666666664,
39,3.8271525235607333,3.8271525235607333,3.794,3.794,
40,3.8400472116907407,3.8400472116907407,3.8033333333333332,3.8033333333333332,
41,3.852891047230432,3.852891047230432,3.8126666666666664,3.8126666666666664,
42,3.8656768299605746,3.8656768299605746,3.822,3.822,
43,3.878397359661934,3.878397359661934,3.8313333333333333,3.8313333333333333,
44,3.8910454361152773,3.8910454361152773,3.8406666666666665,3.8406666666666665,
45,3.903613859101371,3.903613859101371,3.8499999999999996,3.8499999999999996,
46,3.916095428400981,3.916095428400981,3.8593333333333333,3.8593333333333333,
47,3.928482943794874,3.928482943794874,3.8686666666666665,3.8686666666666665,
48,3.9407692050638166,3.9407692050638166,3.8779999999999997,3.8779999999999997,
49,3.952947011988575,3.952947011988575,3.8873333333333333,3.8873333333333333,
50,3.965009164349916,3.965009164349916,3.8966666666666665,3.8966666666666665,
51,3.9769484619286057,3.9769484619286057,3.9059999999999997,3.9059999999999997,
52,3.988757704505411,3.988757704505411,3.9153333333333333,3.9153333333333333,
53,4.000429691861098,4.000429691861098,3.9246666666666665,3.9246666666666665,
54,4.011957223776433,4.011957223776433,3.9339999999999997,3.9339999999999997,
55,4.023333100032183,4.023333100032183,3.9433333333333334,3.9433333333333334,
56,4.034550120409114,4.034550120409114,3.9526666666666666,3.9526666666666666,
57,4.045601084687992,4.045601084687992,3.9619999999999997,3.9619999999999997,
58,4.056478792649585,4.056478792649585,3.971333333333333,3.971333333333333,
59,4.067176044074658,4.067176044074658,3.9806666666666666,3.9806666666666666,
60,4.0776856387439775,4.0776856387439775,3.9899999999999998,3.9899999999999998,
61,4.088000376438311,4.088000376438311,3.999333333333333,3.999333333333333,
62,4.098113056938424,4.098113056938424,4.008666666666667,4.008666666666667,
63,4.108016480025084,4.108016480025084,4.018,4.018,
64,4.117703445479056,4.117703445479056,4.027333333333333,4.027333333333333,
65,4.127166753081108,4.127166753081108,4.036666666666666,4.036666666666666,
66,4.1363992026120044,4.1363992026120044,4.045999999999999,4.045999999999999,
67,4.145393593852513,4.145393593852513,4.0553333333333335,4.0553333333333335,
68,4.154142726583402,4.154142726583401,4.064666666666667,4.064666666666667,
69,4.162639400585434,4.162639400585434,4.074,4.074,
70,4.170876415639378,4.170876415639378,4.083333333333333,4.083333333333333,
71,4.178846571526,4.178846571526,4.092666666666666,4.092666666666666,
72,4.186542668026067,4.186542668026066,4.101999999999999,4.101999999999999,
73,4.193957504920343,4.193957504920343,4.111333333333333,4.111333333333333,
74,4.2010838819895975,4.2010838819895975,4.120666666666667,4.120666666666667,
75,4.207914599014596,4.207914599014596,4.13,4.13,
76,4.214442455776104,4.214442455776104,4.139333333333333,4.139333333333333,
77,4.2206602520548895,4.220660252054889,4.148666666666666,4.148666666666666,
78,4.226560787631717,4.226560787631717,4.1579999999999995,4.1579999999999995,
79,4.232136862287354,4.232136862287354,4.167333333333333,4.167333333333333,
80,4.2373812758025675,4.2373812758025675,4.176666666666666,4.176666666666666,
81,4.242286827958123,4.242286827958123,4.186,4.186,
82,4.2468463185347884,4.2468463185347884,4.195333333333333,4.195333333333333,
83,4.2510525473133285,4.2510525473133285,4.204666666666666,4.204666666666666,
84,4.25489831407451,4.25489831407451,4.2139999999999995,4.2139999999999995,
85,4.2583764185991,4.2583764185991,4.223333333333333,4.223333333333333,
86,4.261479660667865,4.261479660667865,4.232666666666666,4.232666666666666,
87,4.264200840061571,4.26420084006157,4.242,4.242,
88,4.266532756560984,4.266532756560984,4.251333333333333,4.251333333333333,
89,4.268468209946872,4.268468209946872,4.260666666666666,4.260666666666666,
90,4.27,4.27,4.27,4.27,4.27
91,4.271326812736938,4.271326812736938,4.271195652173913,4.271195652173913,
92,4.272652104070495,4.272652104070495,4.272391304347826,4.272391304347826,
93,4.273975828625791,4.273975828625791,4.273586956521739,4.273586956521739,
94,4.275297941027949,4.275297941027949,4.274782608695652,4.274782608695652,
95,4.276618395902088,4.276618395902088,4.2759782608695645,4.2759782608695645,
96,4.277937147873332,4.277937147873332,4.277173913043478,4.277173913043478,
97,4.279254151566802,4.279254151566802,4.278369565217391,4.278369565217391,
98,4.2805693616076175,4.2805693616076175,4.279565217391304,4.279565217391304,
99,4.281882732620902,4.281882732620902,4.280760869565217,4.280760869565217,
100,4.283194219231777,4.283194219231777,4.28195652173913,4.28195652173913,
101,4.284503776065363,4.284503776065363,4.283152173913043,4.283152173913043,
102,4.285811357746782,4.285811357746782,4.2843478260869565,4.2843478260869565,
103,4.287116918901156,4.287116918901156,4.285543478260869,4.285543478260869,
104,4.288420414153606,4.288420414153606,4.286739130434782,4.286739130434782,
105,4.2897217981292535,4.2897217981292535,4.287934782608695,4.287934782608695,
106,4.291021025453221,4.291021025453221,4.289130434782608,4.289130434782608,
107,4.292318050750628,4.292318050750628,4.290326086956521,4.290326086956521,
108,4.293612828646596,4.293612828646596,4.2915217391304346,4.2915217391304346,
